epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,2551.08,0.25837,0.17368,0.77649,0.89043,0.84079,0.8628,0.65868,0.86194,0.70749,0.98504,0.000500557,0.000500557,0.000500557
178,2565.28,0.2637,0.1758,0.77674,0.89819,0.84788,0.87949,0.67239,0.87145,0.67408,1.00486,0.000496114,0.000496114,0.000496114
179,2578.55,0.26214,0.1734,0.77496,0.91184,0.84157,0.87675,0.66116,0.86149,0.70702,0.98539,0.000491672,0.000491672,0.000491672
180,2593.97,0.25465,0.16972,0.77577,0.89899,0.83742,0.87052,0.65268,0.87735,0.71506,0.97949,0.000487231,0.000487231,0.000487231
181,2609.51,0.25319,0.1686,0.77548,0.89114,0.83438,0.86612,0.65363,0.88393,0.70851,0.99778,0.000482792,0.000482792,0.000482792
182,2622.83,0.26135,0.17367,0.7751,0.89496,0.82903,0.86743,0.66176,0.88435,0.69196,0.98995,0.000478354,0.000478354,0.000478354
183,2636.76,0.26438,0.17416,0.77794,0.89688,0.82503,0.86748,0.66453,0.87326,0.68814,0.99249,0.000473919,0.000473919,0.000473919
184,2651.73,0.25863,0.17249,0.77405,0.90501,0.82771,0.88417,0.68168,0.87152,0.70134,0.99675,0.000469486,0.000469486,0.000469486
185,2666.75,0.26617,0.17564,0.77891,0.90366,0.8392,0.87573,0.66536,0.87767,0.73688,0.99098,0.000465055,0.000465055,0.000465055
186,2680.04,0.26086,0.17245,0.77989,0.88847,0.82103,0.86864,0.65064,0.87094,0.71525,0.98728,0.000460629,0.000460629,0.000460629
187,2693.94,0.256,0.17263,0.77445,0.89995,0.83656,0.87405,0.65251,0.86985,0.67073,0.99643,0.000456205,0.000456205,0.000456205
188,2709.1,0.2558,0.1698,0.77722,0.90296,0.8478,0.88449,0.66295,0.8911,0.67021,1.015,0.000451786,0.000451786,0.000451786
189,2723.86,0.25275,0.16947,0.77693,0.90019,0.82626,0.87196,0.65032,0.85543,0.69668,0.99484,0.000447371,0.000447371,0.000447371
190,2736.72,0.25569,0.16962,0.77761,0.89533,0.82966,0.86898,0.66596,0.86866,0.68757,1.01429,0.00044296,0.00044296,0.00044296
191,2750.72,0.25669,0.17231,0.77487,0.90436,0.82716,0.87077,0.67022,0.86906,0.67778,0.9989,0.000438555,0.000438555,0.000438555
192,2764.9,0.25603,0.17083,0.77439,0.90024,0.82783,0.86967,0.66644,0.88553,0.68739,1.01189,0.000434154,0.000434154,0.000434154
193,2779.32,0.25935,0.1715,0.77897,0.89657,0.82768,0.87489,0.67103,0.88541,0.67942,0.99333,0.00042976,0.00042976,0.00042976
194,2792.6,0.25447,0.16868,0.77527,0.88946,0.83832,0.87869,0.66875,0.88427,0.65461,1.01156,0.000425372,0.000425372,0.000425372
195,2806.53,0.24271,0.16381,0.77478,0.89951,0.83741,0.87384,0.66628,0.89491,0.65301,1.02864,0.00042099,0.00042099,0.00042099
196,2821.89,0.24797,0.16553,0.77711,0.88937,0.83128,0.86997,0.66696,0.86779,0.64368,0.98134,0.000416614,0.000416614,0.000416614
197,2836.86,0.24003,0.16223,0.77482,0.89095,0.83524,0.86811,0.65808,0.86991,0.64758,0.99782,0.000412246,0.000412246,0.000412246
198,2849.93,0.24797,0.16436,0.78002,0.88474,0.84362,0.86881,0.66395,0.87064,0.6445,0.99406,0.000407886,0.000407886,0.000407886
199,2864.42,0.23979,0.1631,0.77592,0.88994,0.83402,0.86506,0.64653,0.86553,0.65397,0.97278,0.000403533,0.000403533,0.000403533
200,2879.6,0.24943,0.16814,0.77822,0.89319,0.82865,0.86389,0.652,0.87404,0.64954,0.97982,0.000399188,0.000399188,0.000399188
201,2894.06,0.25136,0.16766,0.7759,0.90392,0.84161,0.87288,0.66274,0.87503,0.61462,1.01726,0.000394852,0.000394852,0.000394852
202,2907.16,0.24768,0.16659,0.77599,0.88792,0.83859,0.86526,0.63786,0.86419,0.61797,0.98914,0.000390525,0.000390525,0.000390525
203,2920.93,0.25468,0.169,0.77719,0.8979,0.83779,0.86119,0.64181,0.85952,0.61404,1.00254,0.000386207,0.000386207,0.000386207
204,2936.26,0.24594,0.16312,0.77514,0.88512,0.83632,0.86025,0.65148,0.86419,0.60965,1.01695,0.000381899,0.000381899,0.000381899
205,2951.63,0.24329,0.16457,0.77605,0.88788,0.82719,0.86091,0.65023,0.86328,0.65982,1.00361,0.0003776,0.0003776,0.0003776
206,2964.67,0.24374,0.16345,0.77567,0.89256,0.83366,0.86327,0.65145,0.8626,0.66508,1.00133,0.000373312,0.000373312,0.000373312
207,2979.18,0.2446,0.16295,0.77604,0.90044,0.82971,0.8682,0.65936,0.86753,0.66712,1.00195,0.000369034,0.000369034,0.000369034
208,2993.92,0.2387,0.16117,0.77599,0.89369,0.83314,0.86808,0.66315,0.87333,0.65161,1.00025,0.000364767,0.000364767,0.000364767
209,3009.11,0.24293,0.16213,0.77519,0.898,0.82931,0.87432,0.66059,0.86308,0.69543,1.00583,0.000360512,0.000360512,0.000360512
210,3022.3,0.24225,0.16035,0.77393,0.89242,0.83382,0.87056,0.65504,0.87527,0.69049,1.0147,0.000356268,0.000356268,0.000356268
211,3036.7,0.24407,0.16138,0.77783,0.88351,0.83502,0.86712,0.65935,0.87843,0.66596,1.01912,0.000352037,0.000352037,0.000352037
212,3051.78,0.24512,0.16276,0.77472,0.88843,0.83403,0.86622,0.65213,0.88448,0.68664,1.02696,0.000347817,0.000347817,0.000347817
213,3066.83,0.24115,0.16115,0.77554,0.89479,0.82837,0.86558,0.65692,0.8685,0.67546,1.0085,0.00034361,0.00034361,0.00034361
214,3079.98,0.23351,0.15894,0.77594,0.89186,0.82991,0.86764,0.6601,0.86912,0.69774,1.00867,0.000339417,0.000339417,0.000339417
215,3094.22,0.23418,0.15766,0.77243,0.89018,0.83479,0.869,0.65617,0.86475,0.66649,1.02135,0.000335236,0.000335236,0.000335236
216,3109.71,0.23797,0.15784,0.77634,0.88712,0.82731,0.86773,0.65318,0.85427,0.66019,1.00577,0.000331069,0.000331069,0.000331069
217,3124.48,0.23637,0.15643,0.7733,0.8957,0.82599,0.86863,0.66099,0.84545,0.67466,1.0052,0.000326917,0.000326917,0.000326917
218,3137.61,0.2293,0.15332,0.77205,0.90297,0.83261,0.8739,0.66576,0.8484,0.66783,1.01391,0.000322778,0.000322778,0.000322778
219,3152.46,0.23195,0.15328,0.77211,0.9021,0.84459,0.87743,0.66713,0.86866,0.66192,1.01929,0.000318655,0.000318655,0.000318655
220,3167.88,0.22706,0.15079,0.77148,0.89478,0.83665,0.86866,0.66024,0.86914,0.66687,1.01365,0.000314546,0.000314546,0.000314546
221,3182.26,0.231,0.15555,0.77333,0.89997,0.8273,0.8637,0.65462,0.86217,0.69544,1.0077,0.000310453,0.000310453,0.000310453
222,3195.28,0.24025,0.1583,0.77861,0.89717,0.82856,0.86473,0.65876,0.87049,0.69952,1.00851,0.000306375,0.000306375,0.000306375
223,3210.24,0.23758,0.1556,0.7752,0.89717,0.83367,0.86887,0.66059,0.8723,0.68896,1.02118,0.000302313,0.000302313,0.000302313
224,3225.76,0.23862,0.15718,0.77393,0.89502,0.83517,0.86905,0.66386,0.87678,0.68947,1.02275,0.000298268,0.000298268,0.000298268
225,3239.66,0.23111,0.15657,0.77418,0.90143,0.82976,0.86733,0.66872,0.8604,0.69191,1.01236,0.000294239,0.000294239,0.000294239
226,3253.07,0.23866,0.16005,0.77613,0.88747,0.83666,0.86616,0.66326,0.86502,0.71463,1.01141,0.000290228,0.000290228,0.000290228
227,3268.43,0.22782,0.15455,0.77243,0.89212,0.83598,0.8593,0.65904,0.87401,0.67638,1.02866,0.000286233,0.000286233,0.000286233
228,3284.19,0.23139,0.1543,0.77537,0.89528,0.84034,0.87788,0.67372,0.85384,0.66227,1.0029,0.000282256,0.000282256,0.000282256
229,3297.38,0.22651,0.15387,0.77306,0.88521,0.8296,0.87371,0.66703,0.86093,0.68927,0.98984,0.000278298,0.000278298,0.000278298
230,3311.62,0.22649,0.15268,0.77542,0.90236,0.83216,0.87315,0.66819,0.86291,0.6678,1.0017,0.000274357,0.000274357,0.000274357
231,3326.67,0.22925,0.15178,0.77272,0.89568,0.83844,0.87413,0.66709,0.8484,0.66618,0.99102,0.000270435,0.000270435,0.000270435
232,3341.86,0.22156,0.14791,0.77222,0.8885,0.83456,0.86583,0.66834,0.85602,0.67445,1.00107,0.000266532,0.000266532,0.000266532
233,3354.79,0.22883,0.1527,0.77309,0.89388,0.83214,0.86696,0.66984,0.85649,0.69641,1.00358,0.000262648,0.000262648,0.000262648
234,3369.61,0.22308,0.15022,0.77275,0.89582,0.83142,0.86844,0.66208,0.86266,0.7093,1.00233,0.000258784,0.000258784,0.000258784
235,3385.24,0.21226,0.1431,0.77351,0.88944,0.83965,0.86858,0.66271,0.85548,0.69025,0.99987,0.000254939,0.000254939,0.000254939
236,3399.37,0.21349,0.14554,0.76636,0.88879,0.83781,0.86849,0.65294,0.84323,0.68797,0.99758,0.000251115,0.000251115,0.000251115
237,3412.35,0.21855,0.14764,0.77103,0.89445,0.84171,0.87925,0.66531,0.85932,0.70041,0.9999,0.000247311,0.000247311,0.000247311
238,3428.01,0.2143,0.14552,0.77252,0.89701,0.83693,0.88155,0.66203,0.85753,0.68269,1.00442,0.000243528,0.000243528,0.000243528
239,3443.33,0.21939,0.14623,0.77439,0.89211,0.84439,0.87976,0.66654,0.84512,0.66833,1.00217,0.000239766,0.000239766,0.000239766
240,3457.88,0.2158,0.14672,0.77393,0.89702,0.84174,0.87891,0.66791,0.84738,0.671,1.00444,0.000236025,0.000236025,0.000236025
241,3471.09,0.21871,0.14541,0.77309,0.89633,0.84443,0.88355,0.6718,0.85055,0.67346,0.99401,0.000232306,0.000232306,0.000232306
242,3486.47,0.21783,0.14493,0.77247,0.89208,0.8422,0.87788,0.66614,0.84756,0.67634,0.98323,0.000228609,0.000228609,0.000228609
243,3501.43,0.22188,0.14699,0.77345,0.8877,0.84122,0.86503,0.66166,0.84833,0.66637,0.98228,0.000224934,0.000224934,0.000224934
244,3515.87,0.21331,0.14292,0.77277,0.88787,0.83675,0.86594,0.66485,0.84438,0.67736,0.99069,0.000221282,0.000221282,0.000221282
245,3529.12,0.21461,0.14339,0.77386,0.89927,0.83779,0.87217,0.66769,0.83534,0.69705,0.98974,0.000217653,0.000217653,0.000217653
246,3544.43,0.21361,0.14214,0.77427,0.89312,0.83246,0.87633,0.6745,0.83883,0.69044,0.98631,0.000214046,0.000214046,0.000214046
247,3560.16,0.21814,0.14538,0.77123,0.89611,0.83289,0.87243,0.67124,0.8419,0.69023,0.99264,0.000210464,0.000210464,0.000210464
248,3573.48,0.21951,0.14562,0.77084,0.89444,0.83213,0.87175,0.67044,0.83751,0.68666,0.98964,0.000206904,0.000206904,0.000206904
249,3587.52,0.22094,0.14748,0.77141,0.89366,0.83512,0.87181,0.66655,0.86151,0.68061,0.99514,0.000203369,0.000203369,0.000203369
250,3603.03,0.22112,0.14629,0.77163,0.88649,0.83072,0.86665,0.66085,0.86165,0.68679,0.99618,0.000199859,0.000199859,0.000199859
251,3618.06,0.22034,0.14721,0.77503,0.88226,0.82857,0.86491,0.66159,0.85616,0.67807,0.98848,0.000196373,0.000196373,0.000196373
252,3631.02,0.21369,0.14264,0.77071,0.88706,0.83416,0.87499,0.67112,0.85385,0.68392,0.99084,0.000192911,0.000192911,0.000192911
253,3646.17,0.219,0.14498,0.76974,0.88638,0.83751,0.87349,0.66836,0.84654,0.68383,0.98356,0.000189475,0.000189475,0.000189475
254,3661.5,0.21543,0.14362,0.77399,0.88894,0.83926,0.86665,0.66347,0.84424,0.68808,0.99985,0.000186064,0.000186064,0.000186064
255,3675.86,0.21733,0.14417,0.77001,0.88454,0.8399,0.8647,0.65981,0.86124,0.68896,1.01005,0.000182679,0.000182679,0.000182679
256,3689.02,0.21403,0.14223,0.76925,0.89054,0.83034,0.86565,0.66555,0.85997,0.6978,1.01204,0.00017932,0.00017932,0.00017932
257,3704.47,0.21563,0.14531,0.76978,0.88115,0.83896,0.86839,0.66698,0.85436,0.70092,0.99729,0.000175988,0.000175988,0.000175988
258,3719.42,0.21149,0.1408,0.77294,0.88406,0.84055,0.86451,0.66027,0.84874,0.69581,0.99162,0.000172681,0.000172681,0.000172681
259,3734.14,0.21342,0.14128,0.77108,0.88311,0.84085,0.86858,0.6663,0.8414,0.68676,0.98813,0.000169402,0.000169402,0.000169402
260,3747.58,0.21023,0.14011,0.77319,0.88741,0.84167,0.86281,0.64839,0.84157,0.67908,0.9933,0.000166149,0.000166149,0.000166149
261,3762.74,0.20934,0.13997,0.77163,0.89083,0.84082,0.86651,0.66317,0.84509,0.69057,0.99475,0.000162924,0.000162924,0.000162924
262,3777.92,0.20771,0.13942,0.77119,0.89263,0.83584,0.86918,0.6638,0.84656,0.71696,0.98781,0.000159726,0.000159726,0.000159726
263,3791.98,0.2058,0.13721,0.77175,0.89783,0.83027,0.87139,0.66501,0.8529,0.71755,0.99473,0.000156557,0.000156557,0.000156557
264,3805.37,0.21106,0.1397,0.77039,0.8947,0.82882,0.872,0.66899,0.8457,0.69939,0.99501,0.000153415,0.000153415,0.000153415
265,3820.83,0.21213,0.1406,0.7734,0.88863,0.82918,0.86838,0.66778,0.8476,0.69754,0.99841,0.000150301,0.000150301,0.000150301
266,3836.4,0.2061,0.13835,0.7755,0.88336,0.83325,0.86887,0.66888,0.84653,0.70059,1.00733,0.000147217,0.000147217,0.000147217
267,3849.82,0.20279,0.13386,0.77209,0.89443,0.8397,0.87449,0.66763,0.84359,0.70966,0.99585,0.000144161,0.000144161,0.000144161
268,3863.68,0.21223,0.14072,0.77021,0.89239,0.83867,0.87058,0.66504,0.852,0.70412,1.00462,0.000141134,0.000141134,0.000141134
269,3879.15,0.19918,0.1338,0.77097,0.89517,0.83469,0.87082,0.66523,0.83893,0.71238,0.9862,0.000138136,0.000138136,0.000138136
270,3894.98,0.20459,0.13652,0.77425,0.89262,0.83716,0.867,0.65741,0.83814,0.713,0.97339,0.000135168,0.000135168,0.000135168
271,3908.14,0.2109,0.13958,0.7707,0.88766,0.8366,0.86929,0.66238,0.85222,0.6993,0.9861,0.00013223,0.00013223,0.00013223
272,3922.62,0.21114,0.13879,0.77225,0.88426,0.83266,0.86512,0.66223,0.84108,0.69972,0.99119,0.000129321,0.000129321,0.000129321
273,3938.19,0.20666,0.13632,0.77141,0.90251,0.83303,0.86245,0.65977,0.83555,0.6849,0.98567,0.000126443,0.000126443,0.000126443
274,3952.82,0.20111,0.13504,0.76704,0.89666,0.83983,0.87537,0.67126,0.84241,0.69823,0.98913,0.000123596,0.000123596,0.000123596
275,3966.03,0.20342,0.13552,0.7693,0.89273,0.83693,0.86933,0.66865,0.83165,0.69772,0.9872,0.000120779,0.000120779,0.000120779
276,3981.61,0.20111,0.13436,0.76953,0.88949,0.83898,0.86868,0.664,0.83784,0.70161,0.98623,0.000117993,0.000117993,0.000117993
277,3997.3,0.20069,0.13339,0.76953,0.89294,0.83731,0.8692,0.66532,0.84418,0.69912,0.98216,0.000115239,0.000115239,0.000115239
278,4011.16,0.20392,0.1363,0.76898,0.89303,0.83641,0.86693,0.66341,0.85159,0.68388,0.99135,0.000112516,0.000112516,0.000112516
279,4024.45,0.20378,0.13658,0.77361,0.88514,0.83845,0.86782,0.66455,0.85725,0.68445,1.00227,0.000109824,0.000109824,0.000109824
280,4039.66,0.20183,0.13377,0.77027,0.8897,0.83538,0.86895,0.66786,0.86162,0.70216,1.00522,0.000107164,0.000107164,0.000107164
281,4055.85,0.20206,0.13409,0.76818,0.8831,0.83553,0.86591,0.66446,0.85445,0.68824,1.0027,0.000104537,0.000104537,0.000104537
282,4069.7,0.2084,0.13645,0.77027,0.88836,0.83967,0.86676,0.66761,0.85278,0.68427,1.00032,0.000101941,0.000101941,0.000101941
283,4083.16,0.20038,0.13238,0.77235,0.89389,0.84101,0.86909,0.66957,0.84476,0.68165,1.00349,9.93782e-05,9.93782e-05,9.93782e-05
284,4097.76,0.20349,0.1341,0.77023,0.8925,0.83892,0.86937,0.66975,0.84997,0.68256,1.00694,9.68479e-05,9.68479e-05,9.68479e-05
285,4113.12,0.20411,0.13382,0.76726,0.88992,0.83437,0.86505,0.66622,0.84979,0.6789,1.00064,9.43505e-05,9.43505e-05,9.43505e-05
286,4126.5,0.19203,0.13106,0.7729,0.89068,0.83703,0.86878,0.66737,0.85461,0.69227,0.99635,9.18862e-05,9.18862e-05,9.18862e-05
287,4139.56,0.2046,0.13507,0.77016,0.89194,0.83823,0.86818,0.66487,0.84842,0.68191,0.99635,8.94552e-05,8.94552e-05,8.94552e-05
288,4154.92,0.19953,0.13189,0.77108,0.895,0.83447,0.86901,0.66704,0.8385,0.68725,0.99359,8.70577e-05,8.70577e-05,8.70577e-05
289,4170.71,0.19352,0.12943,0.76854,0.89025,0.83603,0.86684,0.6683,0.83506,0.69208,0.99104,8.46938e-05,8.46938e-05,8.46938e-05
290,4183.88,0.19248,0.12885,0.76847,0.89528,0.83397,0.86799,0.67072,0.83345,0.68943,0.99311,8.23638e-05,8.23638e-05,8.23638e-05
291,4197.9,0.19693,0.13047,0.77258,0.89228,0.83741,0.86893,0.6698,0.8314,0.68792,0.99341,8.00678e-05,8.00678e-05,8.00678e-05
292,4213.64,0.19366,0.12781,0.76782,0.89183,0.84017,0.87092,0.67042,0.83346,0.70733,0.99138,7.78061e-05,7.78061e-05,7.78061e-05
293,4228.79,0.19726,0.13162,0.76819,0.89365,0.83975,0.86943,0.66934,0.83449,0.70458,0.99289,7.55788e-05,7.55788e-05,7.55788e-05
294,4241.82,0.19985,0.13164,0.7731,0.89173,0.83973,0.87041,0.67033,0.83891,0.70075,0.99413,7.33861e-05,7.33861e-05,7.33861e-05
295,4255.99,0.1986,0.13149,0.769,0.89086,0.84029,0.86934,0.66693,0.83941,0.69578,0.9931,7.12282e-05,7.12282e-05,7.12282e-05
296,4271.85,0.19729,0.13178,0.77174,0.89288,0.84052,0.86941,0.66713,0.842,0.6975,0.99294,6.91052e-05,6.91052e-05,6.91052e-05
297,4286.96,0.19305,0.12912,0.76967,0.89396,0.83929,0.87075,0.66749,0.84217,0.70971,0.99218,6.70173e-05,6.70173e-05,6.70173e-05
298,4300.21,0.1908,0.12857,0.77319,0.8932,0.83741,0.87062,0.66705,0.8464,0.70034,0.99333,6.49648e-05,6.49648e-05,6.49648e-05
299,4315.59,0.19395,0.12895,0.77197,0.8906,0.83934,0.87045,0.66857,0.84293,0.69458,0.99558,6.29477e-05,6.29477e-05,6.29477e-05
300,4330.97,0.19041,0.12677,0.76989,0.89222,0.84043,0.86965,0.66867,0.84035,0.68964,0.99309,6.09661e-05,6.09661e-05,6.09661e-05
301,4345.37,0.19696,0.12831,0.77268,0.89458,0.83715,0.86937,0.6715,0.8367,0.68955,0.99075,5.90204e-05,5.90204e-05,5.90204e-05
302,4359.25,0.19253,0.12892,0.76728,0.89545,0.83309,0.86921,0.67094,0.83889,0.68725,0.99461,5.71106e-05,5.71106e-05,5.71106e-05
303,4374.95,0.19075,0.12639,0.76957,0.89547,0.83446,0.86751,0.66903,0.84346,0.6863,0.99925,5.52369e-05,5.52369e-05,5.52369e-05
304,4390.67,0.19494,0.13035,0.77286,0.89581,0.83368,0.86759,0.67006,0.84403,0.70018,1.00087,5.33994e-05,5.33994e-05,5.33994e-05
305,4403.96,0.19002,0.12576,0.77285,0.89402,0.83448,0.86897,0.67083,0.84313,0.69933,1.00029,5.15983e-05,5.15983e-05,5.15983e-05
306,4417.45,0.19104,0.12456,0.77352,0.89362,0.83713,0.8684,0.67036,0.8432,0.70351,1.00237,4.98338e-05,4.98338e-05,4.98338e-05
307,4432.44,0.19151,0.12778,0.77197,0.89593,0.83873,0.8696,0.67101,0.84294,0.69568,1.00213,4.81059e-05,4.81059e-05,4.81059e-05
308,4448,0.19013,0.12631,0.76955,0.88971,0.83204,0.86675,0.66887,0.84215,0.6884,1.00159,4.64148e-05,4.64148e-05,4.64148e-05
309,4461.2,0.19055,0.12536,0.77097,0.89499,0.83487,0.86926,0.66939,0.8462,0.69734,1.00141,4.47606e-05,4.47606e-05,4.47606e-05
310,4475.55,0.19002,0.1266,0.76907,0.89619,0.83622,0.86769,0.67039,0.83932,0.69202,0.99883,4.31436e-05,4.31436e-05,4.31436e-05
311,4491.4,0.18773,0.12568,0.76849,0.89756,0.83603,0.87065,0.67179,0.83447,0.69728,0.99719,4.15637e-05,4.15637e-05,4.15637e-05
312,4506.6,0.19265,0.12817,0.76934,0.89229,0.8346,0.86825,0.66954,0.8384,0.70172,0.99589,4.00212e-05,4.00212e-05,4.00212e-05
313,4519.78,0.18801,0.12498,0.77017,0.89472,0.83521,0.86851,0.66968,0.83669,0.69659,0.99571,3.85162e-05,3.85162e-05,3.85162e-05
314,4534.65,0.19584,0.12878,0.77235,0.89367,0.83785,0.86981,0.67009,0.83568,0.69367,0.99619,3.70487e-05,3.70487e-05,3.70487e-05
315,4549.45,0.18529,0.12361,0.7649,0.89698,0.8422,0.8731,0.67059,0.83884,0.69913,0.99547,3.5619e-05,3.5619e-05,3.5619e-05
316,4563.83,0.18807,0.12507,0.76824,0.90048,0.84275,0.8743,0.67108,0.83826,0.70043,0.99252,3.4227e-05,3.4227e-05,3.4227e-05
317,4576.85,0.19184,0.12592,0.7713,0.89599,0.83725,0.86989,0.66934,0.83369,0.6955,0.99355,3.2873e-05,3.2873e-05,3.2873e-05
318,4592.25,0.19264,0.12679,0.77132,0.89477,0.83481,0.86809,0.66839,0.83352,0.69519,0.99421,3.1557e-05,3.1557e-05,3.1557e-05
319,4607.61,0.18806,0.12613,0.7685,0.89962,0.84043,0.87193,0.66776,0.83553,0.69844,0.99346,3.02792e-05,3.02792e-05,3.02792e-05
320,4621.82,0.18634,0.12424,0.76883,0.89862,0.83627,0.86815,0.66769,0.83372,0.69868,0.99211,2.90396e-05,2.90396e-05,2.90396e-05
321,4635.5,0.1901,0.12628,0.77049,0.89971,0.83729,0.86858,0.66845,0.83478,0.70702,0.99097,2.78384e-05,2.78384e-05,2.78384e-05
322,4652.19,0.18666,0.12429,0.76912,0.89904,0.83653,0.86903,0.66895,0.8342,0.70166,0.9911,2.66756e-05,2.66756e-05,2.66756e-05
323,4668.4,0.18763,0.12386,0.76864,0.89877,0.83518,0.86912,0.66921,0.83383,0.69627,0.99353,2.55513e-05,2.55513e-05,2.55513e-05
324,4682.92,0.18923,0.12416,0.76992,0.89777,0.83805,0.87039,0.66981,0.83298,0.69815,0.99416,2.44657e-05,2.44657e-05,2.44657e-05
325,4695.93,0.19184,0.12637,0.77219,0.89365,0.83807,0.86804,0.66893,0.83263,0.69713,0.99461,2.34188e-05,2.34188e-05,2.34188e-05
326,4710.4,0.17985,0.12078,0.76739,0.89289,0.83664,0.86804,0.66915,0.83195,0.6979,0.9944,2.24107e-05,2.24107e-05,2.24107e-05
327,4726.1,0.18743,0.12405,0.76893,0.8975,0.83424,0.86835,0.66913,0.83204,0.70186,0.99408,2.14415e-05,2.14415e-05,2.14415e-05
328,4741.12,0.18661,0.12263,0.7711,0.89804,0.83731,0.86943,0.66944,0.83354,0.7017,0.99342,2.05112e-05,2.05112e-05,2.05112e-05
329,4754.15,0.19321,0.12473,0.77095,0.89908,0.83932,0.87068,0.67004,0.83271,0.70139,0.99321,1.96199e-05,1.96199e-05,1.96199e-05
330,4769.03,0.17984,0.12078,0.76957,0.89703,0.83643,0.86775,0.66885,0.83357,0.70318,0.99334,1.87678e-05,1.87678e-05,1.87678e-05
331,4784.31,0.18838,0.12288,0.76936,0.89663,0.83534,0.86738,0.6681,0.83395,0.7053,0.99355,1.79549e-05,1.79549e-05,1.79549e-05
332,4798.35,0.18941,0.12505,0.7682,0.89592,0.83408,0.86707,0.6674,0.839,0.70712,0.99471,1.71811e-05,1.71811e-05,1.71811e-05
333,4811.65,0.18724,0.12393,0.77075,0.8954,0.8359,0.86786,0.6683,0.83788,0.70905,0.99407,1.64467e-05,1.64467e-05,1.64467e-05
334,4827.26,0.18804,0.12359,0.76837,0.89298,0.83628,0.86786,0.6692,0.83438,0.70377,0.99514,1.57517e-05,1.57517e-05,1.57517e-05
